# -----------------------------------------------------------------------
# --- OP 1 - WS 8.0 - RPM 4.00 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
006 ;    0.145 ; -0.1504 ; ED Variable speed generator DOF - ED 1st FLAP coll. - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 9/s
040 ;    0.257 ; -0.0402 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
041 ;    0.257 ; -0.0402 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
042 ;    0.257 ; -0.0442 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
043 ;    0.257 ; -0.0442 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
045 ;    0.257 ; -0.0371 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
046 ;    0.257 ; -0.0347 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
048 ;    0.257 ; -0.0489 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
049 ;    0.257 ; -0.0489 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
058 ;    0.257 ; -0.0545 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
060 ;    0.257 ; -0.0611 ; NoMax - ED 1st FLAP sin - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
062 ;    0.257 ; -0.0687 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
083 ;    0.321 ;  0.0064 ; ED 1st tower SS - ED 1st tower FA
088 ;    0.404 ;  0.0415 ; NoMax - ED 1st FLAP coll. - ED Variable speed generator DOF - ED 1st FLAP cos - AD vind at Bld coll., node 19/s - AD vind at Bld cos, node 19/s
089 ;    0.561 ;  0.5364 ; ED 1st FLAP sin - ED 1st FLAP cos
090 ;    0.833 ;  0.3617 ; NoMax - ED 1st FLAP sin - ED 1st FLAP cos - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld coll., node 19/s
091 ;    0.947 ;  0.0184 ; ED 1st EDGE sin - ED 1st EDGE cos
092 ;    1.256 ;  0.0153 ; NoMax - ED 1st EDGE cos - ED 1st EDGE sin - ED 1st FLAP coll. - ED 1st FLAP cos - AD vind at Bld coll., node 19/s
093 ;    1.691 ;  0.0233 ; ED 1st EDGE coll. - ED Drivetrain-rot
094 ;    1.795 ;  0.1186 ; ED 2nd FLAP sin - ED 2nd FLAP cos
095 ;    2.049 ;  0.0937 ; ED 2nd FLAP coll.
096 ;    2.092 ;  0.1066 ; NoMax - ED 2nd FLAP coll. - ED 2nd FLAP sin - ED 2nd FLAP cos - AD vind at Bld coll., node 19/s - AD vind at Bld sin , node 19/s
097 ;    2.919 ;  0.0158 ; ED 2nd tower FA
098 ;    2.954 ;  0.0107 ; ED 2nd tower SS
099 ;    3.932 ;  0.0533 ; NoMax - ED Drivetrain-rot - ED 1st EDGE coll. - ED Variable speed generator DOF - ED 1st FLAP coll. - AD vind at Bld coll., node 19/s
100 ;    6.144 ;  0.0431 ; ED Nacelle yaw DOF
# --- Skipped (No ED/BD)
007 ;    0.181 ;  0.8287 ; AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s
008 ;    0.181 ;  0.8287 ; AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s
009 ;    0.181 ;  0.8292 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
010 ;    0.181 ;  0.8292 ; AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s
011 ;    0.181 ;  0.8310 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
012 ;    0.181 ;  0.8310 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
013 ;    0.182 ;  0.8341 ; AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s
014 ;    0.182 ;  0.8341 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
015 ;    0.182 ;  0.8396 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
016 ;    0.182 ;  0.8396 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
017 ;    0.184 ;  0.8486 ; AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
018 ;    0.184 ;  0.8486 ; AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
019 ;    0.185 ;  0.6290 ; AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 13/s
020 ;    0.185 ;  0.8603 ; AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
021 ;    0.185 ;  0.8603 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
022 ;    0.188 ;  0.8745 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
023 ;    0.188 ;  0.8745 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
024 ;    0.191 ;  0.8911 ; AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
025 ;    0.191 ;  0.8911 ; AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
027 ;    0.195 ;  0.9097 ; AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
028 ;    0.195 ;  0.9097 ; AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
029 ;    0.201 ;  0.9297 ; AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
030 ;    0.201 ;  0.9298 ; AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
031 ;    0.208 ;  0.9503 ; AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
032 ;    0.208 ;  0.9505 ; AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
044 ;    0.257 ; -0.0371 ; NoMax - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 5/s
047 ;    0.257 ; -0.0347 ; NoMax - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 6/s
050 ;    0.257 ; -0.0333 ; NoMax - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 5/s
051 ;    0.257 ; -0.0333 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 5/s
052 ;    0.257 ; -0.0325 ; NoMax - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 5/s
053 ;    0.257 ; -0.0325 ; NoMax - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 1/s
054 ;    0.257 ; -0.0320 ; NoMax - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
055 ;    0.257 ; -0.0320 ; NoMax - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
056 ;    0.257 ; -0.0318 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 5/s
057 ;    0.257 ; -0.0318 ; NoMax - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld sin , node 2/s
059 ;    0.257 ; -0.0546 ; NoMax - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld sin , node 19/s
061 ;    0.257 ; -0.0611 ; NoMax - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 19/s
063 ;    0.257 ; -0.0686 ; NoMax - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 19/s
064 ;    0.257 ; -0.0774 ; NoMax - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld cos, node 19/s
065 ;    0.257 ; -0.0773 ; NoMax - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 19/s
066 ;    0.257 ; -0.0874 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld cos, node 19/s
067 ;    0.257 ; -0.0872 ; NoMax - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 19/s
069 ;    0.258 ; -0.0985 ; NoMax - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 19/s
070 ;    0.258 ; -0.0989 ; NoMax - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 19/s
071 ;    0.258 ; -0.1093 ; NoMax - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 19/s
072 ;    0.258 ; -0.1097 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld cos, node 19/s
073 ;    0.258 ; -0.1191 ; NoMax - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 19/s
074 ;    0.258 ; -0.1194 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld cos, node 19/s
075 ;    0.258 ; -0.1301 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 19/s
076 ;    0.258 ; -0.1302 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 19/s
077 ;    0.259 ; -0.1358 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
078 ;    0.259 ; -0.1358 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
# --- Skipped (Damping outside of `posDampRange`=[1e-05, 0.96])
001 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 6/s
002 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 19/s
003 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 18/s
004 ;    0.109 ;  1.0000 ; AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 7/s
005 ;    0.113 ;  1.0000 ; AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 8/s
026 ;    0.192 ;  1.0000 ; AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 15/s
033 ;    0.217 ;  1.0000 ; AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 16/s
034 ;    0.219 ;  0.9702 ; AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s
035 ;    0.219 ;  0.9703 ; AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
036 ;    0.234 ;  0.9869 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
037 ;    0.235 ;  0.9872 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
038 ;    0.244 ;  1.0000 ; AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 17/s
039 ;    0.257 ;  0.9978 ; AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s
068 ;    0.257 ;  0.9980 ; AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s
079 ;    0.284 ;  0.9997 ; AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
080 ;    0.285 ;  0.9996 ; AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
081 ;    0.316 ;  0.9945 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
082 ;    0.317 ;  0.9942 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
084 ;    0.362 ;  0.9812 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
085 ;    0.363 ;  0.9810 ; AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s
086 ;    0.392 ;  0.9716 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
087 ;    0.392 ;  0.9716 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
# -----------------------------------------------------------------------
# --- OP 14 - WS 8.0 - RPM 9.84 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
008 ;    0.140 ; -0.1509 ; ED Variable speed generator DOF - ED 1st FLAP coll.
051 ;    0.274 ; -0.0627 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
053 ;    0.274 ; -0.0569 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
057 ;    0.274 ; -0.0519 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
061 ;    0.275 ; -0.0478 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
063 ;    0.275 ; -0.0445 ; NoMax - ED Variable speed generator DOF - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
067 ;    0.275 ; -0.0420 ; NoMax - ED 1st FLAP coll. - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
084 ;    0.322 ;  0.0065 ; ED 1st tower SS - ED 1st tower FA
090 ;    0.405 ;  0.0446 ; NoMax - ED 1st FLAP coll. - ED Variable speed generator DOF - ED 1st FLAP cos - AD vind at Bld coll., node 19/s - AD vind at Bld cos, node 19/s
091 ;    0.559 ;  0.5948 ; ED 1st FLAP sin - ED 1st FLAP cos
092 ;    0.847 ;  0.3954 ; NoMax - ED 1st FLAP sin - ED 1st FLAP cos - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld coll., node 19/s
093 ;    0.934 ;  0.0192 ; ED 1st EDGE sin - ED 1st EDGE cos
094 ;    1.268 ;  0.0157 ; NoMax - ED 1st EDGE cos - ED 1st EDGE sin - ED 1st FLAP coll. - ED 1st FLAP cos - AD vind at Bld coll., node 19/s
095 ;    1.693 ;  0.0232 ; ED 1st EDGE coll. - ED Drivetrain-rot
096 ;    1.786 ;  0.1334 ; ED 2nd FLAP sin - ED 2nd FLAP cos
097 ;    2.058 ;  0.1050 ; ED 2nd FLAP coll.
098 ;    2.103 ;  0.1173 ; NoMax - ED 2nd FLAP coll. - ED 2nd FLAP sin - ED 2nd FLAP cos - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
099 ;    2.919 ;  0.0166 ; ED 2nd tower FA
100 ;    2.954 ;  0.0107 ; ED 2nd tower SS
101 ;    3.935 ;  0.0533 ; NoMax - ED Drivetrain-rot - ED 1st EDGE coll. - ED Variable speed generator DOF - ED 1st FLAP coll. - AD vind at Bld coll., node 19/s
102 ;    6.145 ;  0.0436 ; ED Nacelle yaw DOF
# --- Skipped (No ED/BD)
009 ;    0.181 ;  0.6272 ; AD vind at Bld coll., node 14/s
010 ;    0.190 ;  0.8050 ; AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s
011 ;    0.190 ;  0.8050 ; AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s
012 ;    0.190 ;  0.8056 ; AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s
013 ;    0.190 ;  0.8056 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
014 ;    0.190 ;  0.8075 ; AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s
015 ;    0.190 ;  0.8075 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
016 ;    0.190 ;  0.8108 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
017 ;    0.190 ;  0.8108 ; AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s
018 ;    0.191 ;  0.8167 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
019 ;    0.191 ;  0.8167 ; AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
021 ;    0.192 ;  0.8264 ; AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
022 ;    0.192 ;  0.8264 ; AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
023 ;    0.193 ;  0.8390 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
024 ;    0.193 ;  0.8390 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
025 ;    0.195 ;  0.8545 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
026 ;    0.195 ;  0.8545 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
027 ;    0.198 ;  0.8726 ; AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
028 ;    0.198 ;  0.8727 ; AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
029 ;    0.202 ;  0.8932 ; AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
030 ;    0.202 ;  0.8933 ; AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
031 ;    0.207 ;  0.9158 ; AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
032 ;    0.207 ;  0.9158 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
033 ;    0.215 ;  0.9393 ; AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
034 ;    0.215 ;  0.9393 ; AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
043 ;    0.274 ; -0.0775 ; NoMax - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld cos, node 19/s
044 ;    0.274 ; -0.0775 ; NoMax - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 19/s
045 ;    0.274 ; -0.0867 ; NoMax - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld cos, node 19/s
046 ;    0.274 ; -0.0866 ; NoMax - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 19/s
047 ;    0.274 ; -0.0696 ; NoMax - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 19/s
048 ;    0.274 ; -0.0696 ; NoMax - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 19/s
049 ;    0.274 ; -0.0972 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld cos, node 19/s
050 ;    0.274 ; -0.0969 ; NoMax - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 19/s
052 ;    0.274 ; -0.0628 ; NoMax - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld sin , node 19/s
054 ;    0.274 ; -0.0569 ; NoMax - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld sin , node 19/s
055 ;    0.274 ; -0.1092 ; NoMax - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 19/s
